page,pseudo,fbid,fbid#,nb,interactions,interactions/post,info?
Fans de Kendji Girac Officiel,FansdeKendjiGiracOfficiel,1605769299639341,#1605769299639341,311,612603,"1969,8",non
GAME ONE,GameOne,104249301622,#104249301622,311,472242,"1518,5",non
La Cinémathèque française,cinemathequefr,24658885765,#24658885765,311,366431,"1178,2",non
Sécurité civile,securitecivilefrance,722808731125563,#722808731125563,311,349422,"1123,5",non
Filo06,lespoemesdefilo,406318482807753,#406318482807753,311,225069,"723,7",non
L' Âme Du Monde,lamedunmonde,991796360922022,#991796360922022,310,981496,"3166,1",non
Les Picologues,LesPicologues,144640718914452,#144640718914452,310,917067,"2958,3",non
Julien Tellouck,JulienTellouck,8698041415,#8698041415,310,604777,"1950,9",non
Le Monde Des Assistantes Maternelles Agréées,LeMondeDesAssistantesMaternellesAgreees,361616037289970,#361616037289970,310,376565,"1214,7",non
Gruissan Tourisme,gruissantourisme,287585931302863,#287585931302863,309,464211,"1502,3",non
Karamoko Mohamed Lamine,deltchapo,1964861043770597,#1964861043770597,309,368867,"1193,7",non
Ak-info RDC direct,AKINFORDCONGO,2030712630346020,#2030712630346020,309,329865,"1067,5",non
Lyonmag,lyonmag,104998529389,#104998529389,309,284930,"922,1",oui
< johnny hallyday story>,johnnyhallydaystory,416259361748451,#416259361748451,308,672662,2184,non
Débétiseur,debetiseur,871423062895201,#871423062895201,308,573144,"1860,9",non
Yann Arthus Bertrand Fanpage,YANNARTHUSBERTRANDFANPAGE,205498036164159,#205498036164159,308,524088,"1701,6",non
Disneyland Forum Club,DisneylandForumClub,122613861094870,#122613861094870,308,408878,"1327,5",non
Captain Tortue France,captaintortuefrance,291711427553817,#291711427553817,308,371410,"1205,9",non
Le Jour du Seigneur,lejourduseigneur,194745373893883,#194745373893883,308,286685,"930,8",non
Les Plus Beaux Endroits De la Terre,PlusBeauxEndroitsTerre,740444225978489,#740444225978489,307,2779988,"9055,3",non
Génération Souvenirs,GenerationSouvenirs,159535077450726,#159535077450726,307,471051,"1534,4",non
Allan Barte,BarteAllan,100044635140206,#100044635140206,306,2377312,7769,non
Numerama,Numerama,155679114453319,#155679114453319,306,557130,"1820,7",non
IVG : vous hésitez ? Venez en parler !,ivgoupas,301330928866,#301330928866,306,549192,"1794,7",non
Vademecum AESH,vademecumaesh,1544939108866629,#1544939108866629,306,464444,"1517,8",non
PSG - Paris Saint-Germain,PSG,139594698297,#139594698297,305,3587669,"11762,8",non
Randonnées en Vanoise,randonneesenvanoise,1451874615086310,#1451874615086310,305,1165453,"3821,2",non
Konbini sports,Konbinisports,853916404662854,#853916404662854,305,685972,"2249,1",oui
Le Monde de Léo,LeoAuteur,1385693698131782,#1385693698131782,305,543438,"1781,8",non
Brain Magazine,brainmagazine,23776881561,#23776881561,305,352111,"1154,5",non
Autrement-Vue 2.0,AutrementVue2.0,104018841141371,#104018841141371,305,334226,"1095,8",non
FC Metz,FCMetz,189000507857,#189000507857,305,325670,"1067,8",non
L'Yonne Républicaine,LYonneRepublicaine,105089776224426,#105089776224426,305,225795,"740,3",oui
Potterland,potterlandofficiel,813892418669301,#813892418669301,304,1585135,"5214,3",non
France tv arts,francetvarts,2221169291495085,#2221169291495085,304,833492,"2741,8",non
MoteuràEau,EcoLeau.BZH,334124727051193,#334124727051193,304,483980,1592,non
Pandora,PandoraFrance,229494267126433,#229494267126433,304,445303,"1464,8",non
Chat se discute,Chatsediscute,853049731455818,#853049731455818,304,346181,"1138,8",non
"Ma chambre n'est pas en bordel, je suis un artiste...",SoisUnArtiste,444976065653,#444976065653,304,290877,"956,8",non
ARTE Info,infobyarte,847686631913128,#847686631913128,303,502641,"1658,9",non
L'univers Disney,disneyunivers,1596788747210126,#1596788747210126,303,393521,"1298,7",non
Actu La France,Actufr.France,507543962778502,#507543962778502,303,383045,"1264,2",oui
Rachida Dati,RachidaDati.RD,100044332904329,#100044332904329,303,282818,"933,4",non
D.music,publication.service,450246668728923,#450246668728923,302,1253316,"4150,1",non
Chaunu Emmanuel,chaunuemmanuel,1386331475025141,#1386331475025141,302,828394,2743,non
Alsace à vue de coucou - Tristan Vuano,alsace.avuedecoucou,100044524685734,#100044524685734,302,539147,"1785,3",non
J'aime Haïdara,MohamadouDiarraMomo,1498713297066750,#1498713297066750,302,397454,"1316,1",non
Que faire au Pays Basque,quefaireaupaysbasque,931393136916016,#931393136916016,302,380494,"1259,9",non
Tacle assassin,tacleassassin2,567083863693262,#567083863693262,302,369459,"1223,4",non
Alouette Radio,AlouetteRadio,181801545174913,#181801545174913,302,353109,"1169,2",non
L'Est Républicain Nancy,LEstRepublicainNancy,933970029961184,#933970029961184,302,255830,"847,1",oui
Fréquence Chrétienne Magazine,frequencechretiennemagazine,234825020224869,#234825020224869,302,202653,671,non
Les Messagers du Cœur/Music,lesmessagersducoeurMusic,315994205133749,#315994205133749,301,4634992,"15398,6",non
Citations des Minions,LesCitationsDesMinions,306359106618661,#306359106618661,301,929162,"3086,9",non
Comment Économiser,CommentEconomiser.fr,250058752411,#250058752411,301,486660,"1616,8",non
Les Anges,LesAngesDeLaTelerealite,137426562985741,#137426562985741,301,452363,"1502,9",non
La Voix du Nord Calais,lavoixdunord.calais,268518223239574,#268518223239574,301,345820,"1148,9",oui
La langue française,lalanguefr,1115924038427162,#1115924038427162,301,333487,"1107,9",non
De L'amour À La Haine,delamouralahainevideo,137515093563293,#137515093563293,301,325282,"1080,7",non
Cyril Lignac,ChefLignac,100044084873534,#100044084873534,300,5559731,"18532,4",non
Génération Club Do,GenerationClubDo,267058843461525,#267058843461525,300,692808,"2309,4",non
Sciencepost,sciencepost.fr,538472966258822,#538472966258822,300,582671,"1942,2",oui
Rouen Info,roueninfo,346225968801517,#346225968801517,300,392680,"1308,9",oui
Lanceur d'alerte.,LanceurdAlerteOfficial,2448347551859970,#2448347551859970,300,367241,"1224,1",non
Metz By Night,metzbynight,684185631686280,#684185631686280,300,338002,"1126,7",non
France Bleu Provence,francebleuprovence,267507452124,#267507452124,300,275731,"919,1",oui
Simone Media,SimoneMedia,1656487581073095,#1656487581073095,299,1907416,"6379,3",non
Doctissimo,doctissimo,207767274738,#207767274738,299,571325,"1910,8",non
Mariam en Cuisine,mariamencuisine,135285053473782,#135285053473782,299,433325,"1449,2",non
Bienvenue à Marseille,BienvenueMarseille,1394265317559618,#1394265317559618,298,3233998,"10852,3",non
Général Valsero,Valserofficiel,1798451940405947,#1798451940405947,298,896878,"3009,7",non
Ouest France La Roche sur Yon,OuestFranceLaRocheSurYon,1379231565630734,#1379231565630734,298,382179,"1282,5",oui
Famille Chrétienne,famille.chretienne,411267928939129,#411267928939129,298,270504,"907,7",non
Phot'eau 85,photeau85,1466071250347074,#1466071250347074,298,233292,"782,9",non
Jock.life,jock.life,312027623026662,#312027623026662,298,232200,"779,2",non
Citoyennes-citoyens contre le FN,Citoyen.nes.contreleFN,604464209691485,#604464209691485,298,210446,"706,2",non
Ministère de l'Intérieur,Interieur.Gouv,103146727990,#103146727990,297,1013210,"3411,5",non
Laurent Wauquiez,LaurentWauquiez,100044254547893,#100044254547893,297,662134,"2229,4",non
La page des motards,LaPageDesMotardsLPDM,742991179075446,#742991179075446,297,658062,"2215,7",non
Je suis Franc-Comtois.Franche-Comté,JSFC25397090,755374921528505,#755374921528505,297,295483,"994,9",non
Monarchie Britannique,monarchie.britannique,424090884436563,#424090884436563,297,280374,944,non
Sea Shepherd France,SeaShepherdFrance,185859018136254,#185859018136254,296,2299725,"7769,3",non
Les plus belles femmes d'Afrique,JeRepresenteMonPaysEtLassume,444482382262949,#444482382262949,296,863036,"2915,7",non
BFM Paris,BFMParis,1097986846959406,#1097986846959406,295,397823,"1348,6",oui
Vie de Comptable,viedecomptable,1044199845650016,#1044199845650016,295,250202,"848,1",non
Heritier Wata,Heritierwatanabeoff,100044427999786,#100044427999786,294,2627957,"8938,6",non
BarakaCity,BarakaCity,223871557368,#223871557368,294,670545,"2280,8",non
Golfe de Saint-Tropez Tourisme,GolfedeSaintTropezTourisme,178551465506909,#178551465506909,294,512662,"1743,7",non
Oh my Food,ohmyfoodFR,1012593372136425,#1012593372136425,294,318806,"1084,4",non
Mokobe,Mokobe113Official,34543797987,#34543797987,293,1362548,"4650,3",non
Voyager Loin,VoyagerLoinMedia,79850279644,#79850279644,293,614798,"2098,3",non
Balade en Pays Catalan,BaladeenPaysCatalan,110561536426350,#110561536426350,293,240800,"821,8",non
"L'oasis du Phénix, de la survie à la vie animale",oasisduphenix,395471313970254,#395471313970254,293,238674,"814,6",non
Château de Fontainebleau,chateaufontainebleau,261323787260260,#261323787260260,292,342428,"1172,7",non
L'Écho Républicain,lechorepublicain.fr,219800028060248,#219800028060248,292,272415,"932,9",oui
C'est juste que c'est dur de sourire sans toi.,SourireSansToi,500884696689627,#500884696689627,292,254447,"871,4",non
Kreezy R,kreezyrmusic,452177951496932,#452177951496932,291,2189367,"7523,6",non
ღ Lumiere d'Islam ღ Au cœur des rappel,Islamrappelhadithislamic,366231733564727,#366231733564727,291,709026,"2436,5",non
Le Mémorial de Caen,LeMemorialDeCaen,83213287430,#83213287430,291,495807,"1703,8",non
Association pour le Droit de Mourir dans la Dignité - ADMD,admd.france,117709028343322,#117709028343322,291,422032,"1450,3",non
Jacquie et Michel,JacquieetMichelElite,409266709176615,#409266709176615,291,401105,"1378,4",non
PAGE KAYZ FOF,snsoldier221,110608650591748,#110608650591748,291,305119,"1048,5",non
Cdiscount,Cdiscount,102653497671,#102653497671,290,2909865,10034,non
Combattant dans la Prière,Combattantsenpriere,1862218807435138,#1862218807435138,290,281024,969,non
Fou de Pâtisserie,FouDePatisserieMagazine,502209333205887,#502209333205887,289,904825,"3130,9",non
Rhinov,rhinov.fr,265667806929486,#265667806929486,289,365478,"1264,6",non
Meteo-Alpes,meteoalpes,969505053076246,#969505053076246,289,295294,"1021,8",non
Ligue de défense noire africaine,liguededefensenoirafricainefrance,2175793055981710,#2175793055981710,288,910406,"3161,1",non
Suis-Nous,SuisNous,172487996701167,#172487996701167,288,863905,"2999,7",non
Khalid Louguid,Khalid.Louguid.Auteur.Poete,138050406975625,#138050406975625,288,631924,"2194,2",non
Planète Amazone,planeteamazone,120264434753505,#120264434753505,288,445182,"1545,8",non
SDIS de l'Oise (Page officielle des sapeurs-pompiers de l'Oise / SDIS 60),SDISdeloise,177235238969125,#177235238969125,288,438316,"1521,9",non
Arsenal (France),ArsenalFCFrance,111336758966967,#111336758966967,288,357241,"1240,4",non
L'éducateur spécial lisez,leducateurspecial,1136738276394898,#1136738276394898,288,302147,"1049,1",non
Télénantes,Telenantes,204443199618643,#204443199618643,288,264216,"917,4",non
Les Promesses du Rosaire,lespromessesdurosaire,1593200607372682,#1593200607372682,288,174318,"605,3",non
Hommage a ma maman,sabinachenoufi,349655078484541,#349655078484541,287,753633,"2625,9",non
78 actu,78actu,963000000000000,"#9,63E+14",287,448463,"1562,6",oui
Le Trégor,LeTregor,"1,01501341867405E+016",#10150134186740517,287,409455,"1426,7",oui
Le Partage d'images,LePartageDimages,174476046026581,#174476046026581,287,342242,"1192,5",non
La Dépêche Haute-Garonne,ladepeche31,36750026184,#36750026184,287,255337,"889,7",oui
HRPT Histoire du Rabbi / Nitsots Paper,histoiredurabbi,1396355350600239,#1396355350600239,287,177484,"618,4",non
BAREA Fans - Zah BAREA,Barea.Mdg,1641312225978916,#1641312225978916,286,2602388,"9099,3",non
Infoscope,infoscope.live,2164056510500253,#2164056510500253,286,508251,"1777,1",non
Chronique feuilleton de zuzu,zuzuchro,1512134982416365,#1512134982416365,285,823785,"2890,5",non
Le Barman Vous Deteste,lebarmanvousdeteste,1596166450620236,#1596166450620236,285,789044,"2768,6",non
Femme de Caractère,femme2caractere,884963488269260,#884963488269260,285,786192,"2758,6",non
Le Monde s'Éveille,lemondeseveilleofficiel,679688152095439,#679688152095439,285,705282,"2474,7",non
Toril TV,tvtoril,1523444384626644,#1523444384626644,285,275659,"967,2",non
L'Officiel des vacances,Officiel.des.vacances,274523892420,#274523892420,284,666086,"2345,4",non
Infos Trafic Le Havre,InfosTraficLeHavre,1018668594814240,#1018668594814240,284,309579,"1090,1",non
One Heart,oneheartfr,301980500317,#301980500317,283,577252,"2039,8",non
Pause Caca,PauseCacaK,468710476974264,#468710476974264,283,576829,"2038,3",non
Automoto,automoto.TF1,157079112856,#157079112856,283,519304,1835,non
Renaud Muselier,muselierrenaud,100044576643035,#100044576643035,283,442662,"1564,2",non
Les Alpinistes,lesalpinistescom,599460533518523,#599460533518523,283,423074,1495,non
Je suis le Climat - officiel,jesuisleclimat,918943001483885,#918943001483885,283,344010,"1215,6",non
Second degré,S.Degre00,1735189143231315,#1735189143231315,283,252162,891,non
Abdelmonaim Boussenna,imamboussenna,362755123905261,#362755123905261,282,2992566,"10611,9",non
Qu'en pensez vous?,quandquiquoicomment,771608286549141,#771608286549141,282,534999,"1897,2",non
FIP,fipradio,269046660290,#269046660290,282,446479,"1583,3",non
Nicolas Bouvier,nicolasbouvierperso,254226872097817,#254226872097817,282,382016,"1354,7",non
Au Service des Animaux 06,auservicedesanimaux06,661476450623218,#661476450623218,282,279119,"989,8",non
Les Plus Beaux Proverbes,Les.Beaux.Proverbes.Chez.Assia,237583002962869,#237583002962869,282,260758,"924,7",non
Élysée – Présidence de la République française,elysee.fr,285829565349,#285829565349,281,1329860,"4732,6",non
Univers Harry Potter,UniversHarryPotter,181975165196869,#181975165196869,281,506708,"1803,2",non
Association Sauve ton bourbon et Cie,assosauvetonbourbonetcie,255619221810814,#255619221810814,281,399635,"1422,2",non
HDC - Histoire de couple,HdcHistoireDeCouple,642623109099072,#642623109099072,281,349756,"1244,7",non
Gilet Jaune Pour le Peuple par le Peuple,gjpourlepeuple,429247444275522,#429247444275522,281,341191,"1214,2",non
Union Bordeaux Bègles,ubbrugby,247497738612626,#247497738612626,281,303475,1080,non
Pet Alert Gironde 33,Pet.Alert.Fr.33,245078025613261,#245078025613261,281,173210,"616,4",non
Ville de Saint-Étienne,villesaintetienne,97759237478,#97759237478,280,325647,1163,non
Collectif Châlonnais,Collectif.Chalonnais51,1621816231374896,#1621816231374896,280,300508,"1073,2",non
WAKANIM,wakanim.tv,131739710190019,#131739710190019,280,286684,"1023,9",non
MOKIE,MokieFr,406436129904834,#406436129904834,279,1066713,"3823,3",non
Gym Direct,GymDirect,138784452835250,#138784452835250,279,692624,"2482,5",non
Kendji Fan,Kendjifan,1669553363270634,#1669553363270634,279,656318,"2352,4",non
Le dessous des cartes,LeDessousDesCartes,40297827989,#40297827989,279,614780,"2203,5",non
La Cuisine de Mercotte,lacuisinedemercotte,100044163037615,#100044163037615,279,522009,1871,non
Rap & Buzz,rapbuzz2016,1398450447092211,#1398450447092211,279,454445,"1628,8",non
RP Médias,rpmedias,1057412964286513,#1057412964286513,279,359086,1287,non
Nantes Fascinante - Stéphane Pajot,StephanePajot44,100044241078888,#100044241078888,279,297095,"1064,9",non
Stade Brestois 29,sb29off,42180415985,#42180415985,279,235113,"842,7",non
Max Piccinini,maxpiccinini.officiel,222927821204770,#222927821204770,279,222251,"796,6",non
Koh Lanta,Kohlanta.tf1.fr,117330148294,#117330148294,278,1177732,"4236,4",non
La Page du Stoner,lapagedustoner,578475095847936,#578475095847936,278,450653,"1621,1",non
J'aime la Corse et ses photos,JaimeLaCorseEtSesPhotos,378591475549932,#378591475549932,278,214953,"773,2",non
Côté Brest,CoteBrest,262922883803105,#262922883803105,277,363970,1314,non
Max Senior Officiel,maxseniorofficiel,762401144136324,#762401144136324,277,340100,"1227,8",non
confidentielles.com,confidentielles,150484161268,#150484161268,276,1070188,"3877,5",non
Les Routiers / Journal,sejt.les.routiers,122699924467979,#122699924467979,276,421308,"1526,5",non
La Nouvelle République Vienne,lanouvellerepubliquevienne,414034881966998,#414034881966998,276,217049,"786,4",oui
Univers Sport Senegal,universenegal,100057609333272,#100057609333272,275,2348875,"8541,4",non
Martine Vassal,MartineVassalOfficiel,549513335085245,#549513335085245,275,261862,"952,2",non
Daily Geek Show,DailyGeekShow,103730576353166,#103730576353166,275,226235,"822,7",non
Le Tribunal Du Net Video,letribunaldunetvideo,312775825513773,#312775825513773,274,1170346,"4271,3",non
Gendarmerie du Rhône,gendarmeriedurhone,605830926141383,#605830926141383,274,396913,"1448,6",non
La Gazette du Sorcier,LaGazetteDuSorcier,5727843855,#5727843855,274,317332,"1158,1",non
Parents Imparfaits - Familydeal,FamilyDeal,155655937828857,#155655937828857,273,1395021,5110,non
Ghilas Aïnouche,G.Ainouche,100044568123511,#100044568123511,273,560313,"2052,4",non
"Royalement :Africaine en Pagnes, Bazins et autres modes",nini170577,139573573344033,#139573573344033,273,356951,"1307,5",non
Pensées islamiques,pensees.islamiques.570,595217963961785,#595217963961785,273,322946,1183,non
La Fourche,lafourche.fr,2021478837879426,#2021478837879426,273,314019,"1150,3",non
Lelibrepenseur.org,LeLibrePenseur.org,110190655819634,#110190655819634,273,307246,"1125,4",non
